posicion,indice,keyword,vertical,tipo_keyword
12044,1133,epson l4260,Electro y Tecno,categoria_generica
12045,3191,placa de sonido usb,Electro y Tecno,modelo_producto
12046,5936,escalera telescopica doble,"Muebles, Hogar y Deco",categoria_generica
12047,6431,amplificadores,Autos y Motos,modelo_producto
12048,658,microsoft xbox one s,Electro y Tecno,modelo_producto
12049,4081,epson l3250 tinta,Electro y Tecno,categoria_generica
12050,5167,hdmi mini,Deporte y Fitness,categoria_generica
12051,11870,aire acondicionado portatil sensei,Electro y Tecno,categoria_atributo
12052,8461,juguete quinny moodd,Bebes y Niños,categoria_generica
12053,10254,exprimidor de frutas y verduras,Electro y Tecno,modelo_producto
12054,7406,tender de ropa extensible,"Muebles, Hogar y Deco",modelo_producto
12055,1006,lavarropas patrick,Electro y Tecno,categoria_generica
12056,9070,aspiradora whirlpool,Electro y Tecno,categoria_marca
12057,9587,muñeco chase juguetes de paw patrol,Bebes y Niños,modelo_producto
12058,9468,plancha philips azur performer plus,Salud y Belleza,modelo_producto
12059,6428,fresa para aluminio,Salud y Belleza,categoria_generica
12060,11794,funda huawei mate 10 lite,Electro y Tecno,modelo_producto
12061,5539,duchador para inodoro,"Muebles, Hogar y Deco",categoria_generica
12062,12237,jarra purificadora humma,Electro y Tecno,categoria_generica
12063,834,huawei freebuds pro 4,Electro y Tecno,modelo_producto
12064,171,zapatillas de mujer,Indumentaria y Calzado,categoria_generica
12065,1162,lampara sunset,Electro y Tecno,categoria_generica
12066,60,samsung a10,Electro y Tecno,modelo_producto
12067,132,capsulas dolce gusto,Electro y Tecno,categoria_generica
12068,12586,samsung ww90aa046xu,Electro y Tecno,modelo_producto
12069,6129,parlantes pioneer 6 pulgadas,Electro y Tecno,categoria_atributo
12070,12956,cuchillo sunnecko,"Muebles, Hogar y Deco",categoria_generica
12071,4124,notebook gamer hp,Electro y Tecno,categoria_marca
12072,11141,puerta para cocina exterior,"Muebles, Hogar y Deco",modelo_producto
12073,1514,casco h5,Autos y Motos,categoria_generica
12074,10030,heladera electrolux frost free,Electro y Tecno,modelo_producto
12075,6955,juguete lego stormtrooper,Bebes y Niños,categoria_generica
12076,12583,aiwa constrictor,Electro y Tecno,categoria_generica
12077,5120,shakira rock,Salud y Belleza,categoria_generica
12078,3267,purificador aire inteligente exo filtro,Electro y Tecno,modelo_producto
12079,10761,soporte gopro,Electro y Tecno,categoria_generica
12080,8997,samsung wd95t504dbeubg,Electro y Tecno,modelo_producto
12081,5941,king koil kingsbury,"Muebles, Hogar y Deco",categoria_generica
12082,4104,macbook air 2017,Electro y Tecno,categoria_generica
12083,10029,cafetera oster 19 bares,Electro y Tecno,modelo_producto
12084,10563,bomber bass,Electro y Tecno,categoria_generica
12085,9868,topmega flamingo,Deporte y Fitness,categoria_generica
12086,1271,bicicleta rodado 29 slp,Deporte y Fitness,categoria_atributo
12087,7979,philips celular,Electro y Tecno,categoria_marca
12088,170,motorola moto g52,Electro y Tecno,modelo_producto
12089,10324,horno electrico kanji,Electro y Tecno,categoria_atributo
12090,11865,griferia fv pampa ducha,"Muebles, Hogar y Deco",modelo_producto
12091,10759,lumina linda,Electro y Tecno,categoria_generica
12092,3336,bomba presurizadora,"Muebles, Hogar y Deco",categoria_generica
12093,5630,stanley classic,"Muebles, Hogar y Deco",categoria_marca
12094,5436,auriculares jbl wave buds,Electro y Tecno,modelo_producto
12095,5399,juguete saltarin de bebe,Bebes y Niños,modelo_producto
12096,5102,gel para cejas loreal,Salud y Belleza,modelo_producto
12097,2302,bebes y primera infancia,Bebes y Niños,categoria_generica
12098,11314,l extreme perfume,Salud y Belleza,categoria_generica
12099,386,tecno pova 6,Electro y Tecno,categoria_generica
12100,715,redmi 10c,Electro y Tecno,modelo_producto
12101,3149,jbl flip 3,Electro y Tecno,modelo_producto
12102,5851,saborizante sodastream,Electro y Tecno,categoria_generica
12103,11051,silla reina mascardi,"Muebles, Hogar y Deco",categoria_generica
12104,3561,batidora de mano oster,Electro y Tecno,modelo_producto
12105,1065,horno electrico bgh,Electro y Tecno,categoria_marca
12106,1069,cargador universal,Electro y Tecno,categoria_generica
12107,6349,tira led bajo alacena,"Muebles, Hogar y Deco",modelo_producto
12108,6789,zapatillas 39 hombre,Indumentaria y Calzado,categoria_generica
12109,2255,arenadora portatil,Electro y Tecno,categoria_atributo
12110,1546,motorola moto razr 60 ultra,Electro y Tecno,modelo_producto
12111,3949,base para netbooks y notebooks,Electro y Tecno,categoria_generica
12112,7664,heladera exhibidora vertical inelro mt 470,Electro y Tecno,modelo_producto
12113,9291,tiras blanqueadoras crest,"Muebles, Hogar y Deco",categoria_generica
12114,1254,versace crystal noir,Salud y Belleza,categoria_generica
12115,1265,carpa para 2 personas,Deporte y Fitness,modelo_producto
12116,4250,parlante oryx,Electro y Tecno,categoria_generica
12117,8680,estufa halogena star trak,Electro y Tecno,modelo_producto
12118,8492,juguete lego up,Bebes y Niños,categoria_generica
12119,2046,calefon escorial,Electro y Tecno,categoria_generica
12120,7153,cafetera atma de filtro,Electro y Tecno,modelo_producto
12121,5461,motorola one hyper,Electro y Tecno,categoria_marca
12122,11000,termo stanley tapon cebador,"Muebles, Hogar y Deco",modelo_producto
12123,6124,redmi note 11 5g,Electro y Tecno,modelo_producto
12124,8072,baulera exterior,Electro y Tecno,categoria_generica
12125,8576,asiento gel bicicleta,Deporte y Fitness,categoria_generica
12126,11196,sillon berlin,"Muebles, Hogar y Deco",categoria_generica
12127,7667,termotanque electrico sirena 90 litros,Electro y Tecno,categoria_atributo
12128,12606,soundboks,Electro y Tecno,modelo_producto
12129,9819,essenza mini d,Electro y Tecno,categoria_generica
12130,8528,juguete vanitory con patas,Bebes y Niños,modelo_producto
12131,8341,allure secador de pelo,Salud y Belleza,modelo_producto
12132,10995,tv led kanji 32,Electro y Tecno,modelo_producto
12133,8793,baby call motorola,Bebes y Niños,categoria_marca
12134,7985,bodygroom 5000,Electro y Tecno,categoria_generica
12135,6884,perfume paula mujer,Salud y Belleza,categoria_generica
12136,6566,estufa orbis sin salida,Electro y Tecno,modelo_producto
12137,5029,carpintería rivadavia,"Muebles, Hogar y Deco",categoria_generica
12138,6669,nivel laser skil,Electro y Tecno,categoria_generica
12139,3416,muñeca barbie morocha,Bebes y Niños,categoria_generica
12140,1616,parlante philco,Electro y Tecno,categoria_marca
12141,4717,lenovo thinkpad t480,Electro y Tecno,modelo_producto
12142,2648,inodoro capea con mochila,"Muebles, Hogar y Deco",modelo_producto
12143,7169,anafe vidrio templado,Electro y Tecno,categoria_generica
12144,11817,apple pro display xdr,Electro y Tecno,modelo_producto
12145,3887,mesa de luz industrial,"Muebles, Hogar y Deco",categoria_atributo
12146,3131,máquina de coser portátil,Electro y Tecno,categoria_atributo
12147,6845,archivero de oficina,"Muebles, Hogar y Deco",categoria_generica
12148,5477,horno pizzero tromen,Electro y Tecno,categoria_generica
12149,2780,philco lavavajillas sobre mesada,Electro y Tecno,modelo_producto
12150,10939,valija trendy,Indumentaria y Calzado,categoria_generica
12151,11708,horno empotrable eléctrico samsung nv70k 70l,Electro y Tecno,modelo_producto
12152,3523,cafetera oster express,Electro y Tecno,categoria_generica
12153,1930,lattafa the kingdom,Salud y Belleza,categoria_generica
12154,11901,blaupunkt sao paulo 450,Electro y Tecno,modelo_producto
12155,7894,home theater noblex,Electro y Tecno,categoria_marca
12156,10420,tablet enova 7,Electro y Tecno,categoria_generica
12157,4938,zapatillas 47 street mujer blancas,Indumentaria y Calzado,modelo_producto
12158,5024,luz led recargable,"Muebles, Hogar y Deco",categoria_generica
12159,8169,sommier,"Muebles, Hogar y Deco",modelo_producto
12160,8831,ventilador de piso liliana,Electro y Tecno,modelo_producto
12161,11500,juguete lego dots,Bebes y Niños,categoria_generica
12162,4579,compresor 12 volt,Deporte y Fitness,categoria_generica
12163,3624,forerunner 965,Electro y Tecno,categoria_generica
12164,3062,cables,Electro y Tecno,modelo_producto
12165,10156,termotanque electrico entrada inferior,Electro y Tecno,categoria_atributo
12166,8553,mesa de camping plegable easy,Deporte y Fitness,categoria_atributo
12167,7800,campana tst colhue,Electro y Tecno,categoria_generica
12168,11509,juguete vibrador de cuna,Bebes y Niños,modelo_producto
12169,13056,vanicream,Salud y Belleza,modelo_producto
12170,7043,horno moretti deli 4,Electro y Tecno,modelo_producto
12171,1684,flipper juego,"Muebles, Hogar y Deco",categoria_generica
12172,10869,parlante daihatsu,Electro y Tecno,categoria_generica
12173,10114,celular noblex a50 plus,Electro y Tecno,modelo_producto
12174,11116,set cher dieciocho,Salud y Belleza,categoria_generica
12175,6599,freezer vertical philco,Electro y Tecno,categoria_marca
12176,8730,microsoft surface pro 8,Electro y Tecno,modelo_producto
12177,10299,4k tv box,Electro y Tecno,categoria_generica
12178,3560,griferia para ducha exterior,"Muebles, Hogar y Deco",modelo_producto
12179,11393,porta ski auto,Autos y Motos,categoria_generica
12180,4001,lavarropas philco 6 kg,Electro y Tecno,modelo_producto
12181,4711,microsoft office 365,Electro y Tecno,categoria_generica
12182,5950,lampara filamento led,"Muebles, Hogar y Deco",categoria_generica
12183,9708,juguete muñeca mulan,Bebes y Niños,categoria_generica
12184,2221,samsung galaxy a57,Electro y Tecno,modelo_producto
12185,8807,heladera 50 litros,Electro y Tecno,categoria_atributo
12186,2846,galaxy a34 5g,Electro y Tecno,categoria_generica
12187,8951,xiaomi 5 plus,Electro y Tecno,modelo_producto
12188,10535,dardos tiro al,Electro y Tecno,categoria_generica
12189,665,redmi pad se,Electro y Tecno,categoria_marca
12190,7790,samsung s7 plus,Electro y Tecno,modelo_producto
12191,9326,mate imperial boca,"Muebles, Hogar y Deco",categoria_generica
12192,8382,calostro bovino,Salud y Belleza,categoria_generica
12193,10980,sommier fisher 2 plazas,"Muebles, Hogar y Deco",modelo_producto
12194,8954,figura sideswipe transformers,Electro y Tecno,categoria_generica
12195,10679,lenovo x1,Electro y Tecno,modelo_producto
12196,5590,buzo talle l,Indumentaria y Calzado,categoria_generica
12197,1269,colchonetas,Deporte y Fitness,modelo_producto
12198,7640,linterna con baliza,Deporte y Fitness,categoria_generica
12199,2118,cocina escorial palace,Electro y Tecno,categoria_generica
12200,1589,xiaomi watch s4,Electro y Tecno,modelo_producto
12201,6848,tender para balcon,"Muebles, Hogar y Deco",categoria_generica
12202,1577,saca pelusa electrico,Electro y Tecno,categoria_atributo
12203,1572,lavarropas eslabon de lujo,Electro y Tecno,modelo_producto
12204,11455,barco pirata fisher price,Bebes y Niños,modelo_producto
12205,12985,coco chanel perfume mujer,Salud y Belleza,modelo_producto
12206,2083,zapatero recibidor,Electro y Tecno,categoria_generica
12207,1106,juguete autitos,Bebes y Niños,categoria_generica
12208,6503,bandas elasticas gadnic,Deporte y Fitness,categoria_marca
12209,8759,monitor noblex 27 pulgadas,Electro y Tecno,modelo_producto
12210,3579,drean lavarropas manual,Electro y Tecno,categoria_marca
12211,10347,pasta maker westinghouse,Electro y Tecno,categoria_generica
12212,9275,termo thermos 1.2,"Muebles, Hogar y Deco",modelo_producto
12213,594,eucerin hyaluron filler,Salud y Belleza,categoria_generica
12214,797,iphone 6s plus,Electro y Tecno,modelo_producto
12215,1144,poco f6,Electro y Tecno,categoria_generica
12216,12951,almohadon para perro,"Muebles, Hogar y Deco",categoria_generica
12217,7887,duchador de mano universal,Electro y Tecno,modelo_producto
12218,9041,extractor atenas,Electro y Tecno,categoria_generica
12219,11909,smartwatch x-view quantum q1,Electro y Tecno,modelo_producto
12220,5483,parlante bluetooth aiwa,Electro y Tecno,categoria_atributo
12221,1469,switch lite,Electro y Tecno,categoria_generica
12222,988,drean family 096a,Electro y Tecno,modelo_producto
12223,5069,sillas paris,"Muebles, Hogar y Deco",categoria_generica
12224,8918,freezer horizontal philco,Electro y Tecno,categoria_marca
12225,6462,juguete caminador bebesit,Bebes y Niños,categoria_generica
12226,12453,hp 2975,Electro y Tecno,modelo_producto
12227,12550,epson l8180,Electro y Tecno,categoria_generica
12228,1664,reflectores,"Muebles, Hogar y Deco",modelo_producto
12229,4484,humidificador vick,Salud y Belleza,categoria_generica
12230,12266,ventilador de pie everest,Electro y Tecno,modelo_producto
12231,12470,aspiradora goldstar,Electro y Tecno,categoria_generica
12232,3495,reflector solar con sensor de movimiento,Electro y Tecno,modelo_producto
12233,11648,eliptica bicicleta,Deporte y Fitness,categoria_generica
12234,1496,silla tokio,"Muebles, Hogar y Deco",categoria_generica
12235,4212,licuadora smeg,Electro y Tecno,categoria_generica
12236,654,redmi note 13 pro plus,Electro y Tecno,modelo_producto
12237,4549,mini consola de juegos,Bebes y Niños,modelo_producto
12238,4615,planchita gama bella tourmaline red ion,Salud y Belleza,modelo_producto
12239,998,alcatel 3h plus,Electro y Tecno,categoria_generica
12240,9241,paraguas amayra,Indumentaria y Calzado,categoria_generica
12241,11747,telefunken 43 smart tv características,Electro y Tecno,categoria_atributo
12242,4828,cabeza de iphone,Electro y Tecno,categoria_marca
12243,3489,lavarropas lg 13 kg,Electro y Tecno,modelo_producto
12244,11577,bicicleta playera rodado 26 hombre,Deporte y Fitness,categoria_atributo
12245,5605,colchon de 1 plaza,"Muebles, Hogar y Deco",modelo_producto
12246,4204,ssd ps5,Electro y Tecno,categoria_generica
12247,4678,samsung galaxy ace 4,Electro y Tecno,modelo_producto
12248,7383,roku premiere 4k,"Muebles, Hogar y Deco",categoria_generica
12249,7587,gigantosaurus juguete,Bebes y Niños,categoria_generica
12250,11621,cepillo innova gama,Salud y Belleza,categoria_generica
12251,5289,nebulizador philco,Salud y Belleza,categoria_marca
12252,5292,estufa de pie,Electro y Tecno,categoria_generica
12253,5871,motorola 12,Electro y Tecno,modelo_producto
12254,1403,candados,Electro y Tecno,modelo_producto
12255,6277,heladera cava,Electro y Tecno,categoria_generica
12256,5045,mate waterdog,"Muebles, Hogar y Deco",categoria_generica
12257,157,calefones,Electro y Tecno,modelo_producto
12258,4920,noblex party,Electro y Tecno,categoria_marca
12259,1865,termocupla calefon,Electro y Tecno,categoria_generica
12260,7042,mini compresor de aire portatil,Electro y Tecno,categoria_atributo
12261,7913,samsung qled 50,Electro y Tecno,modelo_producto
12262,11112,caja fuerte para llaves,"Muebles, Hogar y Deco",modelo_producto
12263,362,cocina escorial candor,Electro y Tecno,categoria_generica
12264,5185,tv philco 55 pulgadas,Electro y Tecno,modelo_producto
12265,6017,alpha gpc,Salud y Belleza,categoria_generica
12266,5955,saca hojas pileta,"Muebles, Hogar y Deco",categoria_generica
12267,9057,tarjetero rfid,Electro y Tecno,categoria_generica
12268,8457,muñeco ken morocho,Bebes y Niños,categoria_generica
12269,10075,lenovo ideapad 3 i3,Electro y Tecno,modelo_producto
12270,3938,cinta caminadora,Deporte y Fitness,categoria_generica
12271,5565,joystick noga,Electro y Tecno,categoria_generica
12272,4,iphone 16 pro max,Electro y Tecno,modelo_producto
12273,1311,asus rog strix,Electro y Tecno,categoria_marca
12274,10973,silla de bebe para comer bebesit,Bebes y Niños,modelo_producto
12275,11284,narciso rodriguez pure musc,Salud y Belleza,modelo_producto
12276,8742,hp picadora de carne moretti,Electro y Tecno,modelo_producto
12277,10821,neo titan,Electro y Tecno,categoria_generica
